BahanBakar,JenisKendaraan,HasilUjiEmisi
Bensin,MOTOR,0.97
Bensin,MOTOR,3.92
Bensin,MOTOR,0.82
Bensin,MOTOR,1.05
Bensin,MOTOR,0.07
Bensin,MOTOR,2.07
Bensin,MOTOR,0.47
Bensin,MOTOR,0.25
Bensin,MOTOR,3.01
Bensin,MOTOR,2.09
Bensin,MOTOR,3.64
Bensin,MOTOR,4.1
Bensin,MOTOR,1.07
Bensin,MOTOR,0.12
Bensin,MOTOR,6.6
Bensin,MOTOR,0.67
Bensin,MOTOR,4.68
Bensin,MOTOR,0.44
Bensin,MOTOR,1.9
Bensin,MOTOR,0.32
Bensin,MOTOR,1.79
Bensin,MOTOR,9.38
Bensin,MOTOR,0.06
Bensin,MOTOR,1.21
Bensin,MOTOR,3.36
Bensin,MOTOR,1.7
Bensin,MOTOR,0.36
Bensin,MOTOR,6.71
Bensin,MOTOR,0.9
Bensin,MOTOR,2.28
Bensin,MOTOR,3.98
Bensin,MOTOR,8.91
Bensin,MOTOR,8.84
Bensin,MOTOR,7.75
Bensin,MOTOR,0.5
Bensin,MOTOR,6.05
Bensin,MOTOR,0.43
Bensin,MOTOR,1.89
Bensin,MOTOR,1.9
Bensin,MOTOR,0.16
Bensin,MOTOR,0.48
Bensin,MOTOR,0.05
Bensin,MOTOR,0.09
Bensin,MOTOR,2.19
Bensin,MOTOR,2.62
Bensin,MOTOR,0.19
Bensin,MOTOR,3.44
Bensin,MOTOR,0.13
Bensin,MOTOR,1.57
Bensin,MOTOR,2.37
Bensin,MOTOR,0.13
Bensin,MOTOR,3.66
Bensin,MOTOR,5.16
Bensin,MOTOR,5.34
Bensin,MOTOR,0.62
Bensin,MOTOR,0.12
Bensin,MOTOR,5.48
Bensin,MOTOR,1.2
Bensin,MOTOR,1.32
Bensin,MOTOR,2.11
Bensin,MOTOR,0.73
Bensin,MOTOR,3.96
Bensin,MOTOR,0.95
Bensin,MOTOR,0.74
Bensin,MOTOR,0.74
Bensin,MOTOR,3.4
Bensin,MOTOR,0.48
Bensin,MOTOR,0.75
Bensin,MOTOR,0.04
Bensin,MOTOR,7.16
Bensin,MOTOR,3.38
Bensin,MOTOR,1.01
Bensin,MOTOR,1.42
Bensin,MOTOR,3.37
Bensin,MOTOR,3.91
Bensin,MOTOR,2.81
Bensin,MOTOR,0.71
Bensin,MOTOR,0.71
Bensin,MOTOR,1.54
Bensin,MOTOR,1.07
Bensin,MOTOR,1.46
Bensin,MOTOR,0.53
Bensin,MOTOR,0.43
Bensin,MOTOR,1.02
Bensin,MOTOR,5.59
Bensin,MOTOR,2.1
Bensin,MOTOR,2.57
Bensin,MOTOR,1.24
Bensin,MOTOR,2.25
Bensin,MOTOR,0.05
Bensin,MOTOR,3.26
Bensin,MOTOR,1.77
Bensin,MOTOR,0.56
Bensin,MOTOR,0.43
Bensin,MOTOR,2.84
Bensin,MOTOR,1.34
Bensin,MOTOR,0.53
Bensin,MOTOR,3.02
Bensin,MOTOR,1.64
Bensin,MOTOR,0.29
Bensin,MOTOR,0.23
Bensin,MOTOR,2.25
Bensin,MOTOR,1.37
Bensin,MOTOR,0.89
Bensin,MOTOR,2.4
Bensin,MOTOR,0.99
Bensin,MOTOR,0.15
Bensin,MOTOR,3.15
Bensin,MOTOR,1.18
Bensin,MOTOR,0.68
Bensin,MOTOR,0.93
Bensin,MOTOR,0.58
Bensin,MOTOR,6.78
Bensin,MOTOR,3.84
Bensin,MOTOR,2.71
Bensin,MOTOR,5.13
Bensin,MOTOR,0.87
Bensin,MOTOR,1.87
Bensin,MOTOR,0.48
Bensin,MOTOR,2.43
Bensin,MOTOR,1.49
Bensin,MOTOR,2.56
Bensin,MOTOR,0.47
Bensin,MOTOR,1.59
Bensin,MOTOR,0.46
Bensin,MOTOR,1.27
Bensin,MOTOR,0.45
Bensin,MOTOR,3.7
Bensin,MOTOR,3.86
Bensin,MOTOR,1.82
Bensin,MOTOR,2.28
Bensin,MOTOR,2.06
Bensin,MOTOR,0.97
Bensin,MOTOR,0.9
Bensin,MOTOR,0.79
Bensin,MOTOR,0.01
Bensin,MOTOR,1.54
Bensin,MOTOR,0.79
Bensin,MOTOR,2.59
Bensin,MOTOR,0.36
Bensin,MOTOR,1.81
Bensin,MOTOR,0.35
Bensin,MOTOR,1.81
Bensin,MOTOR,9.29
Bensin,MOTOR,1.93
Bensin,MOTOR,0.67
Bensin,MOTOR,3.11
Bensin,MOTOR,0.48
Bensin,MOTOR,0.44
Bensin,MOTOR,0.63
Bensin,MOTOR,0.81
Bensin,MOTOR,5.45
Bensin,MOTOR,3.79
Bensin,MOTOR,4.42
Bensin,MOTOR,2.13
Bensin,MOTOR,0.09
Bensin,MOTOR,2.63
Bensin,MOTOR,0.66
Bensin,MOTOR,1.92
Bensin,MOTOR,0.51
Bensin,MOTOR,1.38
Bensin,MOTOR,1.91
Bensin,MOTOR,2.2
Bensin,MOTOR,2.7
Bensin,MOTOR,0.68
Bensin,MOTOR,0.85
Bensin,MOTOR,2.84
Bensin,MOTOR,2.92
Bensin,MOTOR,1.28
Bensin,MOTOR,0.58
Bensin,MOTOR,1.61
Bensin,MOTOR,2.03
Bensin,MOTOR,0.19
Bensin,MOTOR,2.3
Bensin,MOTOR,0.11
Bensin,MOTOR,1.44
Bensin,MOTOR,0.01
Bensin,MOTOR,2.61
Bensin,MOTOR,1.91
Bensin,MOTOR,1.56
Bensin,MOTOR,0.61
Bensin,MOTOR,0.04
Bensin,MOTOR,0.02
Bensin,MOTOR,2.04
Bensin,MOTOR,0.97
Bensin,MOTOR,1.98
Bensin,MOTOR,0.74
Bensin,MOTOR,0.95
Bensin,MOTOR,3.06
Bensin,MOTOR,1.08
Bensin,MOTOR,2.85
Bensin,MOTOR,0.97
Bensin,MOTOR,1.18
Bensin,MOTOR,3.3
Bensin,MOTOR,9.82
Bensin,MOTOR,6.83
Bensin,MOTOR,3.79
Bensin,MOTOR,4.79
Bensin,MOTOR,2.32
Bensin,MOTOR,1.32
Bensin,MOTOR,0.73
Bensin,MOTOR,0.82
Bensin,MOTOR,2.73
Bensin,MOTOR,4.07
Bensin,MOTOR,4.47
Bensin,MOTOR,4.47
Bensin,MOTOR,0.7
Bensin,MOTOR,0.48
Bensin,MOTOR,0.2
Bensin,MOTOR,0.31
Bensin,MOTOR,2.43
Bensin,MOTOR,0.28
Bensin,MOTOR,0.95
Bensin,MOTOR,4.98
Bensin,MOTOR,0.62
Bensin,MOTOR,2.79
Bensin,MOTOR,2.96
Bensin,MOTOR,0.35
Bensin,MOTOR,0.37
Bensin,MOTOR,0.29
Bensin,MOTOR,2.11
Bensin,MOTOR,2.22
Bensin,MOTOR,1.2
Bensin,MOTOR,1.58
Bensin,MOTOR,0.74
Bensin,MOTOR,1.5
Bensin,MOTOR,0.81
Bensin,MOTOR,0.81
Bensin,MOTOR,3.12
Bensin,MOTOR,1.15
Bensin,MOTOR,1.77
Bensin,MOTOR,0.2
Bensin,MOTOR,1.14
Bensin,MOTOR,6.32
Bensin,MOTOR,0.26
Bensin,MOTOR,1.19
Bensin,MOTOR,1.37
Bensin,MOTOR,4.1
Bensin,MOTOR,0.44
Bensin,MOTOR,1.37
Bensin,MOTOR,1.2
Bensin,MOTOR,0.27
Bensin,MOTOR,0.34
Bensin,MOTOR,0.03
Bensin,MOTOR,1.19
Bensin,MOTOR,1.56
Bensin,MOTOR,2
Bensin,MOTOR,1.4
Bensin,MOTOR,2.68
Bensin,MOTOR,0.72
Bensin,MOTOR,3.8
Bensin,MOTOR,4
Bensin,MOTOR,1.61
Bensin,MOTOR,3.36
Bensin,MOTOR,1.14
Bensin,MOTOR,0.45
Bensin,MOTOR,0.82
Bensin,MOTOR,2.5
Bensin,MOTOR,2.44
Bensin,MOTOR,2.19
Bensin,MOTOR,3.74
Bensin,MOTOR,2.14
Bensin,MOTOR,4.95
Bensin,MOTOR,2.44
Bensin,MOTOR,2.38
Bensin,MOTOR,0.3
Bensin,MOTOR,0.67
Bensin,MOTOR,3
Bensin,MOTOR,0.33
Bensin,MOTOR,0.18
Bensin,MOTOR,0.02
Bensin,MOTOR,0.47
Bensin,MOTOR,2.01
Bensin,MOTOR,0.04
Bensin,MOTOR,0.04
Bensin,MOTOR,0.69
Bensin,MOTOR,2.23
Bensin,MOTOR,0.11
Bensin,MOTOR,2.76
Bensin,MOTOR,2.87
Bensin,MOTOR,4.12
Bensin,MOTOR,8.21
Bensin,MOTOR,4.05
Bensin,MOTOR,0.36
Bensin,MOTOR,3.05
Bensin,MOTOR,3.12
Bensin,MOTOR,2
Bensin,MOTOR,5.37
Bensin,MOTOR,0.49
Bensin,MOTOR,1.58
Bensin,MOTOR,0.31
Bensin,MOTOR,1.12
Bensin,MOTOR,0.82
Bensin,MOTOR,1.67
Bensin,MOTOR,3.06
Bensin,MOTOR,2.57
Bensin,MOTOR,0.01
Bensin,MOTOR,0.77
Bensin,MOTOR,1.52
Bensin,MOTOR,0.31
Bensin,MOTOR,1.97
Bensin,MOTOR,0.9
Bensin,MOTOR,0.52
Bensin,MOTOR,1.15
Bensin,MOTOR,2.01
Bensin,MOTOR,1.69
Bensin,MOTOR,5.63
Bensin,MOTOR,3.02
Bensin,MOTOR,0.4
Bensin,MOTOR,0.89
Bensin,MOTOR,0.73
Bensin,MOTOR,1.33
Bensin,MOTOR,0.04
Bensin,MOTOR,0.41
Bensin,MOTOR,2.54
Bensin,MOTOR,1.15
Bensin,MOTOR,0.32
Bensin,MOTOR,0.99
Bensin,MOTOR,0.12
Bensin,MOTOR,6.57
Bensin,MOTOR,0.12
Bensin,MOTOR,2.31
Bensin,MOTOR,5.2
Bensin,MOTOR,5.12
Bensin,MOTOR,0.07
Bensin,MOTOR,0.89
Bensin,MOTOR,1.16
Bensin,MOTOR,0.06
Bensin,MOTOR,0.48
Bensin,MOTOR,1.53
Bensin,MOTOR,1.42
Bensin,MOTOR,2.66
Bensin,MOTOR,1.23
Bensin,MOTOR,0.05
Bensin,MOTOR,0.69
Bensin,MOTOR,0.26
Bensin,MOTOR,2.36
Bensin,MOTOR,0.83
Bensin,MOTOR,1.14
Bensin,MOTOR,3.05
Bensin,MOTOR,3.5
Bensin,MOTOR,0.23
Bensin,MOTOR,1.13
Bensin,MOTOR,0.61
Bensin,MOTOR,0.32
Bensin,MOTOR,0.63
Bensin,MOTOR,0.73
Bensin,MOTOR,9.99
Bensin,MOTOR,0.9
Bensin,MOTOR,2.3
Bensin,MOTOR,2.92
Bensin,MOTOR,0.58
Bensin,MOTOR,2.54
Bensin,MOTOR,0.71
Bensin,MOTOR,1.8
Bensin,MOTOR,0.32
Bensin,MOTOR,3.85
Bensin,MOTOR,0.03
Bensin,MOTOR,2.79
Bensin,MOTOR,2.71
Bensin,MOTOR,0.16
Bensin,MOTOR,0.65
Bensin,MOTOR,2.47
Bensin,MOTOR,1.58
Bensin,MOTOR,0.23
Bensin,MOTOR,0.3
Bensin,MOTOR,1.67
Bensin,MOTOR,6.21
Bensin,MOTOR,0.23
Bensin,MOTOR,0.12
Bensin,MOTOR,0.12
Bensin,MOTOR,0.14
Bensin,MOTOR,0.12
Bensin,MOTOR,0.02
Bensin,MOTOR,0.62
Bensin,MOTOR,2.11
Bensin,MOTOR,2.07
Bensin,MOTOR,0.13
Bensin,MOTOR,0.61
Bensin,MOTOR,3.59
Bensin,MOTOR,3.59
Bensin,MOTOR,0.12
Bensin,MOTOR,1.03
Bensin,MOTOR,3.91
Bensin,MOTOR,1.15
Bensin,MOTOR,2.39
Bensin,MOTOR,0.61
Bensin,MOTOR,1.7
Bensin,MOTOR,1.88
Bensin,MOTOR,2.39
Bensin,MOTOR,0.51
Bensin,MOTOR,0.94
Bensin,MOTOR,1.16
Bensin,MOTOR,0.94
Bensin,MOTOR,2.11
Bensin,MOTOR,1.04
Bensin,MOTOR,1.8
Bensin,MOTOR,0.74
Bensin,MOTOR,1.45
Bensin,MOTOR,0.69
Bensin,MOTOR,1.01
Bensin,MOTOR,4.87
Bensin,MOTOR,5.63
Bensin,MOTOR,2.58
Bensin,MOTOR,1.86
Bensin,MOTOR,1.23
Bensin,MOTOR,1.4
Bensin,MOTOR,1.8
Bensin,MOTOR,2.01
Bensin,MOTOR,2.92
Bensin,MOTOR,7.73
Bensin,MOTOR,0.71
Bensin,MOTOR,0.15
Bensin,MOTOR,1.01
Bensin,MOTOR,0.51
Bensin,MOTOR,0.91
Bensin,MOTOR,1.14
Bensin,MOTOR,0.11
Bensin,MOTOR,1.5
Bensin,MOTOR,1.5
Bensin,MOTOR,0.58
Bensin,MOTOR,1.65
Bensin,MOTOR,9.89
Bensin,MOTOR,4.58
Bensin,MOTOR,6.81
Bensin,MOTOR,4.29
Bensin,MOTOR,4.56
Bensin,MOTOR,0.73
Bensin,MOTOR,0.2
Bensin,MOTOR,5.58
Bensin,MOTOR,5.58
Bensin,MOTOR,0.93
Bensin,MOTOR,0.63
Bensin,MOTOR,3.69
Bensin,MOTOR,0.66
Bensin,MOTOR,3.06
Bensin,MOTOR,0.67
Bensin,MOTOR,0.39
Bensin,MOTOR,0.82
Bensin,MOTOR,0.82
Bensin,MOTOR,0.77
Bensin,MOTOR,0.18
Bensin,MOTOR,3.08
Bensin,MOTOR,0.11
Bensin,MOTOR,1.55
Bensin,MOTOR,0.25
Bensin,MOTOR,1.17
Bensin,MOTOR,1.17
Bensin,MOTOR,0.41
Bensin,MOTOR,2.95
Bensin,MOTOR,0.12
Bensin,MOTOR,0.69
Bensin,MOTOR,2.5
Bensin,MOTOR,0.13
Bensin,MOTOR,0.62
Bensin,MOTOR,0.35
Bensin,MOTOR,2.73
Bensin,MOTOR,0.88
Bensin,MOTOR,2.06
Bensin,MOTOR,1.07
Bensin,MOTOR,0.53
Bensin,MOTOR,0.11
Bensin,MOTOR,1.9
Bensin,MOTOR,0.02
Bensin,MOTOR,2.42
Bensin,MOTOR,4.47
Bensin,MOTOR,0.26
Bensin,MOTOR,0.63
Bensin,MOTOR,0.19
Bensin,MOTOR,1.39
Bensin,MOTOR,0.25
Bensin,MOTOR,1.9
Bensin,MOTOR,0.34
Bensin,MOTOR,1.21
Bensin,MOTOR,0.25
Bensin,MOTOR,1.25
Bensin,MOTOR,0.12
Bensin,MOTOR,7.68
Bensin,MOTOR,0.57
Bensin,MOTOR,1.82
Bensin,MOTOR,0.53
Bensin,MOTOR,1.58
Bensin,MOTOR,7.48
Bensin,MOTOR,0.16
Bensin,MOTOR,0.92
Bensin,MOTOR,1.61
Bensin,MOTOR,1.4
Bensin,MOTOR,0.13
Bensin,MOTOR,0.27
Bensin,MOTOR,0.27
Bensin,MOTOR,0.72
Bensin,MOTOR,0.46
Bensin,MOTOR,5.46
Bensin,MOTOR,0.28
Bensin,MOTOR,0.13
Bensin,MOTOR,0.09
Bensin,MOTOR,0.52
Bensin,MOTOR,0.04
Bensin,MOTOR,0.06
Bensin,MOTOR,0.06
Bensin,MOTOR,3.89
Bensin,MOTOR,1.02
Bensin,MOTOR,2.1
Bensin,MOTOR,0.12
Bensin,MOTOR,0.06
Bensin,MOTOR,0.04
Bensin,MOTOR,0.13
Bensin,MOTOR,0.9
Bensin,MOTOR,3.01
Bensin,MOTOR,0.88
Bensin,MOTOR,2.56
Bensin,MOTOR,0.43
Bensin,MOTOR,0.43
Bensin,MOTOR,1.88
Bensin,MOTOR,0.43
Bensin,MOTOR,1.58
Bensin,MOTOR,0.43
Bensin,MOTOR,4.38
Bensin,MOTOR,0.46
Bensin,MOTOR,0.06
Bensin,MOTOR,0.06
Bensin,MOTOR,2.25
Bensin,MOTOR,2.25
Bensin,MOTOR,0.34
Bensin,MOTOR,2.04
Bensin,MOTOR,0.22
Bensin,MOTOR,0.45
Bensin,MOTOR,0.2
Bensin,MOTOR,0.12
Bensin,MOTOR,0.09
Bensin,MOTOR,2.44
Bensin,MOTOR,2.36
Bensin,MOTOR,0.19
Bensin,MOTOR,0.52
Bensin,MOTOR,2.4
Bensin,MOTOR,1.81
Bensin,MOTOR,1.68
Bensin,MOTOR,0.55
Bensin,MOTOR,2.22
Bensin,MOTOR,0.13
Bensin,MOTOR,1.52
Bensin,MOTOR,0.31
Bensin,MOTOR,4.71
Bensin,MOTOR,2.18
Bensin,MOTOR,2.18
Bensin,MOTOR,2.18
Bensin,MOTOR,0.04
Bensin,MOTOR,3.28
Bensin,MOTOR,0.01
Bensin,MOTOR,0.63
Bensin,MOTOR,1.01
Bensin,MOTOR,3.9
Bensin,MOTOR,4
Bensin,MOTOR,0.11
Bensin,MOTOR,0.13
Bensin,MOTOR,1.06
Bensin,MOTOR,2.47
Bensin,MOTOR,0.98
Bensin,MOTOR,1.2
Bensin,MOTOR,1.18
Bensin,MOTOR,1.18
Bensin,MOTOR,1.18
Bensin,MOTOR,0.37
Bensin,MOTOR,0.18
Bensin,MOTOR,1.98
Bensin,MOTOR,1.2
Bensin,MOTOR,9.8
Bensin,MOTOR,0.12
Bensin,MOTOR,0.12
Bensin,MOTOR,0.98
Bensin,MOTOR,3.78
Bensin,MOTOR,0.11
Bensin,MOTOR,0.11
Bensin,MOTOR,2.61
Bensin,MOTOR,0.5
Bensin,MOTOR,0.07
Bensin,MOTOR,2.34
Bensin,MOTOR,0.71
Bensin,MOTOR,0.12
Bensin,MOTOR,0.03
Bensin,MOTOR,0.71
Bensin,MOTOR,0.9
Bensin,MOTOR,0.9
Bensin,MOTOR,1.41
Bensin,MOTOR,0.78
Bensin,MOTOR,0.1
Bensin,MOTOR,0.1
Bensin,MOTOR,2.38
Bensin,MOTOR,0.29
Bensin,MOTOR,0.88
Bensin,MOTOR,0.47
Bensin,MOTOR,0.48
Bensin,MOTOR,4.68
Bensin,MOTOR,0.08
Bensin,MOTOR,5.25
Bensin,MOTOR,2.36
Bensin,MOTOR,0.25
Bensin,MOTOR,0.16
Bensin,MOTOR,0.1
Bensin,MOTOR,0.1
Bensin,MOTOR,0.33
Bensin,MOTOR,0.58
Bensin,MOTOR,1.2
Bensin,MOTOR,1.57
Bensin,MOTOR,0.15
Bensin,MOTOR,0.59
Bensin,MOTOR,0.18
Bensin,MOTOR,0.11
Bensin,MOTOR,0.22
Bensin,MOTOR,0.12
Bensin,MOTOR,0.18
Bensin,MOTOR,4.53
Bensin,MOTOR,3
Bensin,MOTOR,0.15
Bensin,MOTOR,0.52
Bensin,MOTOR,0.6
Bensin,MOTOR,0.2
Bensin,MOTOR,0.15
Bensin,MOTOR,0.15
Bensin,MOTOR,0.88
Bensin,MOTOR,2.67
Bensin,MOTOR,1.45
Bensin,MOTOR,0.33
Bensin,MOTOR,0.69
Bensin,MOTOR,0.11
Bensin,MOTOR,2.02
Bensin,MOTOR,0.25
Bensin,MOTOR,0.35
Bensin,MOTOR,0.77
Bensin,MOTOR,2.96
Bensin,MOTOR,3.84
Bensin,MOTOR,0.5
Bensin,MOTOR,0.07
Bensin,MOTOR,2.32
Bensin,MOTOR,0.53
Bensin,MOTOR,0.18
Bensin,MOTOR,1.08
Bensin,MOTOR,1.08
Bensin,MOTOR,0.18
Bensin,MOTOR,3.42
Bensin,MOTOR,0.25
Bensin,MOTOR,0.45
Bensin,MOTOR,0.84
Bensin,MOTOR,1.29
Bensin,MOTOR,2.1
Bensin,MOTOR,0.08
Bensin,MOTOR,2.35
Bensin,MOTOR,0.68
Bensin,MOTOR,0.65
Bensin,MOTOR,5.14
Bensin,MOTOR,0.94
Bensin,MOTOR,5.69
Bensin,MOTOR,1.75
Bensin,MOTOR,6.53
Bensin,MOTOR,0.37
Bensin,MOTOR,0.9
Bensin,MOTOR,2.18
Bensin,MOTOR,0.81
Bensin,MOTOR,1.15
Bensin,MOTOR,3.35
Bensin,MOTOR,0.83
Bensin,MOTOR,0.56
Bensin,MOTOR,0.73
Bensin,MOTOR,0.38
Bensin,MOTOR,1.17
Bensin,MOTOR,1.92
Bensin,MOTOR,0.75
Bensin,MOTOR,0.85
Bensin,MOTOR,2.33
Bensin,MOTOR,0.25
Bensin,MOTOR,7.08
Bensin,MOTOR,1.13
Bensin,MOTOR,2.77
Bensin,MOTOR,0.34
Bensin,MOTOR,0.46
Bensin,MOTOR,0.18
Bensin,MOTOR,1.44
Bensin,MOTOR,0.28
Bensin,MOTOR,0.69
Bensin,MOTOR,1.43
Bensin,MOTOR,0.63
Bensin,MOTOR,3.8
Bensin,MOTOR,1.38
Bensin,MOTOR,0.1
Bensin,MOTOR,0.27
Bensin,MOTOR,8.92
Bensin,MOTOR,0.87
Bensin,MOTOR,0.21
Bensin,MOTOR,3.48
Bensin,MOTOR,2.76
Bensin,MOTOR,3.69
Bensin,MOTOR,0.32
Bensin,MOTOR,1.03
Bensin,MOTOR,1.81
Bensin,MOTOR,0.59
Bensin,MOTOR,2.64
Bensin,MOTOR,4
Bensin,MOTOR,0.17
Bensin,MOTOR,2.81
Bensin,MOTOR,1.69
Bensin,MOTOR,0.92
Bensin,MOTOR,0.46
Bensin,MOTOR,0.01
Bensin,MOTOR,9.88
Bensin,MOTOR,0.81
Bensin,MOTOR,2.41
Bensin,MOTOR,1.1
Bensin,MOTOR,0.03
Bensin,MOTOR,3.47
Bensin,MOTOR,0.58
Bensin,MOTOR,1.22
Bensin,MOTOR,4.29
Bensin,MOTOR,0.59
Bensin,MOTOR,0.59
Bensin,MOTOR,4
Bensin,MOTOR,2.55
Bensin,MOTOR,2.45
Bensin,MOTOR,1.03
Bensin,MOTOR,0.89
Bensin,MOTOR,1.18
Bensin,MOTOR,0.95
Bensin,MOTOR,5.8
Bensin,MOTOR,0.59
Bensin,MOTOR,1.59
Bensin,MOTOR,1.65
Bensin,MOTOR,1.81
Bensin,MOTOR,0.2
Bensin,MOTOR,1.1
Bensin,MOTOR,4.28
Bensin,MOTOR,1.87
Bensin,MOTOR,3.82
Bensin,MOTOR,0.72
Bensin,MOTOR,0.59
Bensin,MOTOR,1.59
Bensin,MOTOR,0.25
Bensin,MOTOR,0.22
Bensin,MOTOR,0.16
Bensin,MOTOR,0.51
Bensin,MOTOR,0.03
Bensin,MOTOR,1.27
Bensin,MOTOR,0.22
Bensin,MOTOR,1.8
Bensin,MOTOR,2.78
Bensin,MOTOR,0.75
Bensin,MOTOR,1.5
Bensin,MOTOR,2.91
Bensin,MOTOR,8.32
Bensin,MOTOR,0.15
Bensin,MOTOR,0.46
Bensin,MOTOR,2.76
Bensin,MOTOR,3.03
Bensin,MOTOR,2.29
Bensin,MOTOR,0.29
Bensin,MOTOR,0.48
Bensin,MOTOR,2.42
Bensin,MOTOR,2.34
Bensin,MOTOR,1.13
Bensin,MOTOR,1.72
Bensin,MOTOR,1.02
Bensin,MOTOR,0.88
Bensin,MOTOR,0.97
Bensin,MOTOR,3
Bensin,MOTOR,0.14
Bensin,MOTOR,0.03
Bensin,MOTOR,0.64
Bensin,MOTOR,0.96
Bensin,MOTOR,2.69
Bensin,MOTOR,0.34
Bensin,MOTOR,3.72
Bensin,MOTOR,0.61
Bensin,MOTOR,0.5
Bensin,MOTOR,0.68
Bensin,MOTOR,0.46
Bensin,MOTOR,9.47
Bensin,MOTOR,2.03
Bensin,MOTOR,1.27
Bensin,MOTOR,6.56
Bensin,MOTOR,0.45
Bensin,MOTOR,0.87
Bensin,MOTOR,2.29
Bensin,MOTOR,0.53
Bensin,MOTOR,0.01
Bensin,MOTOR,0.61
Bensin,MOTOR,7.21
Bensin,MOTOR,2.97
Bensin,MOTOR,0.23
Bensin,MOTOR,3.98
Bensin,MOTOR,3
Bensin,MOTOR,6.26
Bensin,MOTOR,0.68
Bensin,MOTOR,1.98
Bensin,MOTOR,0.29
Bensin,MOTOR,0.88
Bensin,MOTOR,0.8
Bensin,MOTOR,0.37
Bensin,MOTOR,1.25
Bensin,MOTOR,2.81
Bensin,MOTOR,0.03
Bensin,MOTOR,4.64
Bensin,MOTOR,1.19
Bensin,MOTOR,2.89
Bensin,MOTOR,0.72
Bensin,MOTOR,0.48
Bensin,MOTOR,0.49
Bensin,MOTOR,0.29
Bensin,MOTOR,9.45
Bensin,MOTOR,2.46
Bensin,MOTOR,1.5
Bensin,MOTOR,3.92
Bensin,MOTOR,1.15
Bensin,MOTOR,1.61
Bensin,MOTOR,3.36
Bensin,MOTOR,1.02
Bensin,MOTOR,0.84
Bensin,MOTOR,0.33
Bensin,MOTOR,2.15
Bensin,MOTOR,2.44
Bensin,MOTOR,0.24
Bensin,MOTOR,0.32
Bensin,MOTOR,0.34
Bensin,MOTOR,1.57
Bensin,MOTOR,0.73
Bensin,MOTOR,1.79
Bensin,MOTOR,0.46
Bensin,MOTOR,1.8
Bensin,MOTOR,0.21
Bensin,MOTOR,0.46
Bensin,MOTOR,8.34
Bensin,MOTOR,2.38
Bensin,MOTOR,0.5
Bensin,MOTOR,3
Bensin,MOTOR,3.88
Bensin,MOTOR,2.06
Bensin,MOTOR,0.32
Bensin,MOTOR,3.03
Bensin,MOTOR,2.22
Bensin,MOTOR,0.46
Bensin,MOTOR,1.88
Bensin,MOTOR,1.75
Bensin,MOTOR,0.53
Bensin,MOTOR,2.44
Bensin,MOTOR,3.55
Bensin,MOTOR,1.7
Bensin,MOTOR,3.84
Bensin,MOTOR,0.15
Bensin,MOTOR,0.56
Bensin,MOTOR,1.21
Bensin,MOTOR,0.02
Bensin,MOTOR,1.66
Bensin,MOTOR,0.74
Bensin,MOTOR,0.75
Bensin,MOTOR,0.02
Bensin,MOTOR,0.68
Bensin,MOTOR,0.56
Bensin,MOTOR,3.06
Bensin,MOTOR,1
Bensin,MOTOR,1.55
Bensin,MOTOR,0.82
Bensin,MOTOR,0.87
Bensin,MOTOR,0.19
Bensin,MOTOR,0.89
Bensin,MOTOR,1.2
Bensin,MOTOR,0.13
Bensin,MOTOR,0.16
Bensin,MOTOR,2.89
Bensin,MOTOR,0.54
Bensin,MOTOR,0.19
Bensin,MOTOR,0.03
Bensin,MOTOR,0.6
Bensin,MOTOR,0.03
Bensin,MOTOR,0.39
Bensin,MOTOR,0.86
Bensin,MOTOR,2.5
Bensin,MOTOR,3.6
Bensin,MOTOR,1.21
Bensin,MOTOR,0.05
Bensin,MOTOR,4.4
Bensin,MOTOR,3.96
Bensin,MOTOR,2.73
Bensin,MOTOR,4.98
Bensin,MOTOR,0.64
Bensin,MOTOR,1.2
Bensin,MOTOR,0.4
Bensin,MOTOR,2.93
Bensin,MOTOR,1.05
Bensin,MOTOR,4.74
Bensin,MOTOR,6.8
Bensin,MOTOR,3.04
Bensin,MOTOR,1.49
Bensin,MOTOR,8.18
Bensin,MOTOR,3.98
Bensin,MOTOR,0.11
Bensin,MOTOR,2.98
Bensin,MOTOR,3.04
Bensin,MOTOR,0.57
Bensin,MOTOR,1.89
Bensin,MOTOR,0.57
Bensin,MOTOR,0.73
Bensin,MOTOR,1.02
Bensin,MOTOR,0.33
Bensin,MOTOR,0.32
Bensin,MOTOR,2.69
Bensin,MOTOR,0.18
Bensin,MOTOR,4.91
Bensin,MOTOR,2.27
Bensin,MOTOR,3.55
Bensin,MOTOR,1.3
Bensin,MOTOR,2.98
Bensin,MOTOR,2.05
Bensin,MOTOR,2.48
Bensin,MOTOR,2.85
Bensin,MOTOR,0.47
Bensin,MOTOR,0.77
Bensin,MOTOR,2.32
Bensin,MOTOR,3.07
Bensin,MOTOR,1.44
Bensin,MOTOR,2.35
Bensin,MOTOR,0.91
Bensin,MOTOR,0.08
Bensin,MOTOR,0.44
Bensin,MOTOR,2.95
Bensin,MOTOR,2.56
Bensin,MOTOR,0.45
Bensin,MOTOR,3.11
Bensin,MOTOR,3.14
Bensin,MOTOR,4.16
Bensin,MOTOR,1.53
Bensin,MOTOR,7.14
Bensin,MOTOR,2.15
Bensin,MOTOR,0.72
Bensin,MOTOR,0.72
Bensin,MOTOR,0.89
Bensin,MOTOR,0.88
